"","Code","deployment_ID","Length","OpCode","Species","Family","Genus","GRTS_ID","Habitat","Broadscale_habitat","Species_latin","Order","Functional_group","Simplified_functional_group","Commercial_group"
"44",105815,"3037",535.496,"BEN3037","Small_spotted_catshark","Scyliorhinidae","Scyliorhinus",254,"Reefs","Circalittoral rock","Scyliorhinus canicula","Carcharhiniformes","Small to medium sharks (<90 cm)","Sharks and rays","Sharks & rays"
"45",105815,"3156",626.53,"BEN_3156","Small_spotted_catshark","Scyliorhinidae","Scyliorhinus",139,"Reefs","Infralittoral rock","Scyliorhinus canicula","Carcharhiniformes","Small to medium sharks (<90 cm)","Sharks and rays","Sharks & rays"
"46",105815,"3193",688.718,"BEN_3193","Small_spotted_catshark","Scyliorhinidae","Scyliorhinus",26,"Sediment","Subtidal sediments","Scyliorhinus canicula","Carcharhiniformes","Small to medium sharks (<90 cm)","Sharks and rays","Sharks & rays"
"47",105815,"3215",574.97,"BEN_3215","Small_spotted_catshark","Scyliorhinidae","Scyliorhinus",210,"Reefs","Circalittoral rock","Scyliorhinus canicula","Carcharhiniformes","Small to medium sharks (<90 cm)","Sharks and rays","Sharks & rays"
"48",105815,"3137",601.25,"BEN_3137","Small_spotted_catshark","Scyliorhinidae","Scyliorhinus",163,"Sediment","Subtidal sediments","Scyliorhinus canicula","Carcharhiniformes","Small to medium sharks (<90 cm)","Sharks and rays","Sharks & rays"
"49",105815,"3065",626.287,"BEN_3065","Small_spotted_catshark","Scyliorhinidae","Scyliorhinus",228,"Reefs","Circalittoral rock","Scyliorhinus canicula","Carcharhiniformes","Small to medium sharks (<90 cm)","Sharks and rays","Sharks & rays"
"50",105815,"3223",602.714,"BEN_3223","Small_spotted_catshark","Scyliorhinidae","Scyliorhinus",212,"Reefs","Circalittoral rock","Scyliorhinus canicula","Carcharhiniformes","Small to medium sharks (<90 cm)","Sharks and rays","Sharks & rays"
"51",105815,"3085",725.557,"BEN_3085","Small_spotted_catshark","Scyliorhinidae","Scyliorhinus",157,"Reefs","Infralittoral rock","Scyliorhinus canicula","Carcharhiniformes","Small to medium sharks (<90 cm)","Sharks and rays","Sharks & rays"
"52",105815,"3236",666.677,"BEN_3236","Small_spotted_catshark","Scyliorhinidae","Scyliorhinus",151,"Reefs","Circalittoral rock","Scyliorhinus canicula","Carcharhiniformes","Small to medium sharks (<90 cm)","Sharks and rays","Sharks & rays"
"53",105815,"3129",544.205,"BEN_3129","Small_spotted_catshark","Scyliorhinidae","Scyliorhinus",291,"Reefs","Infralittoral rock","Scyliorhinus canicula","Carcharhiniformes","Small to medium sharks (<90 cm)","Sharks and rays","Sharks & rays"
"54",105815,"3145",634.78,"BEN_3145","Small_spotted_catshark","Scyliorhinidae","Scyliorhinus",199,"Reefs","Infralittoral rock","Scyliorhinus canicula","Carcharhiniformes","Small to medium sharks (<90 cm)","Sharks and rays","Sharks & rays"
"55",105815,"3042",700.988,"BEN_3042","Small_spotted_catshark","Scyliorhinidae","Scyliorhinus",250,"Sediment","Subtidal sediments","Scyliorhinus canicula","Carcharhiniformes","Small to medium sharks (<90 cm)","Sharks and rays","Sharks & rays"
"56",105815,"3147",644.533,"BEN_3147","Small_spotted_catshark","Scyliorhinidae","Scyliorhinus",242,"Reefs","Circalittoral rock","Scyliorhinus canicula","Carcharhiniformes","Small to medium sharks (<90 cm)","Sharks and rays","Sharks & rays"
"57",105815,"3125",655.155,"BEN_3125","Small_spotted_catshark","Scyliorhinidae","Scyliorhinus",172,"Reefs","Infralittoral rock","Scyliorhinus canicula","Carcharhiniformes","Small to medium sharks (<90 cm)","Sharks and rays","Sharks & rays"
"58",105815,"3206",650.671,"BEN_3206","Small_spotted_catshark","Scyliorhinidae","Scyliorhinus",232,"Sediment","Subtidal sediments","Scyliorhinus canicula","Carcharhiniformes","Small to medium sharks (<90 cm)","Sharks and rays","Sharks & rays"
"59",105815,"3041",568.278,"BEN_3041","Small_spotted_catshark","Scyliorhinidae","Scyliorhinus",234,"Reefs","Circalittoral rock","Scyliorhinus canicula","Carcharhiniformes","Small to medium sharks (<90 cm)","Sharks and rays","Sharks & rays"
"60",105815,"3193",586.359,"BEN_3193","Small_spotted_catshark","Scyliorhinidae","Scyliorhinus",26,"Sediment","Subtidal sediments","Scyliorhinus canicula","Carcharhiniformes","Small to medium sharks (<90 cm)","Sharks and rays","Sharks & rays"
"61",105815,"3049",613.001,"BEN_3049","Small_spotted_catshark","Scyliorhinidae","Scyliorhinus",173,"Reefs","Infralittoral rock","Scyliorhinus canicula","Carcharhiniformes","Small to medium sharks (<90 cm)","Sharks and rays","Sharks & rays"
"62",105815,"3193",749.126,"BEN_3193","Small_spotted_catshark","Scyliorhinidae","Scyliorhinus",26,"Sediment","Subtidal sediments","Scyliorhinus canicula","Carcharhiniformes","Small to medium sharks (<90 cm)","Sharks and rays","Sharks & rays"
"63",105815,"3214",788.753,"BEN_3214","Small_spotted_catshark","Scyliorhinidae","Scyliorhinus",266,"Reefs","Circalittoral rock","Scyliorhinus canicula","Carcharhiniformes","Small to medium sharks (<90 cm)","Sharks and rays","Sharks & rays"
"64",105815,"3146",677.648,"BEN_3146","Small_spotted_catshark","Scyliorhinidae","Scyliorhinus",274,"Reefs","Circalittoral rock","Scyliorhinus canicula","Carcharhiniformes","Small to medium sharks (<90 cm)","Sharks and rays","Sharks & rays"
"65",105815,"2067",778.433,"PAM_2067","Small_spotted_catshark","Scyliorhinidae","Scyliorhinus",63,"Sediment","Subtidal seagrass","Scyliorhinus canicula","Carcharhiniformes","Small to medium sharks (<90 cm)","Sharks and rays","Sharks & rays"
"66",105815,"3153",648.15,"BEN_3153","Small_spotted_catshark","Scyliorhinidae","Scyliorhinus",207,"Reefs","Circalittoral rock","Scyliorhinus canicula","Carcharhiniformes","Small to medium sharks (<90 cm)","Sharks and rays","Sharks & rays"
"67",105815,"3062",582.275,"BEN_3062","Small_spotted_catshark","Scyliorhinidae","Scyliorhinus",166,"Reefs","Infralittoral rock","Scyliorhinus canicula","Carcharhiniformes","Small to medium sharks (<90 cm)","Sharks and rays","Sharks & rays"
"68",105815,"3205",607.903,"BEN_3205","Small_spotted_catshark","Scyliorhinidae","Scyliorhinus",9,"Reefs","Infralittoral rock","Scyliorhinus canicula","Carcharhiniformes","Small to medium sharks (<90 cm)","Sharks and rays","Sharks & rays"
"69",105815,"3128",614.989,"BEN_3128","Small_spotted_catshark","Scyliorhinidae","Scyliorhinus",255,"Reefs","Circalittoral rock","Scyliorhinus canicula","Carcharhiniformes","Small to medium sharks (<90 cm)","Sharks and rays","Sharks & rays"
"70",105815,"3192",597.96,"BEN_3192","Small_spotted_catshark","Scyliorhinidae","Scyliorhinus",6,"Sediment","Subtidal sediments","Scyliorhinus canicula","Carcharhiniformes","Small to medium sharks (<90 cm)","Sharks and rays","Sharks & rays"
"71",105815,"3039",510.565,"BEN_3039","Small_spotted_catshark","Scyliorhinidae","Scyliorhinus",8,"Reefs","Circalittoral rock","Scyliorhinus canicula","Carcharhiniformes","Small to medium sharks (<90 cm)","Sharks and rays","Sharks & rays"
"72",105815,"3085",589.205,"BEN_3085","Small_spotted_catshark","Scyliorhinidae","Scyliorhinus",157,"Reefs","Infralittoral rock","Scyliorhinus canicula","Carcharhiniformes","Small to medium sharks (<90 cm)","Sharks and rays","Sharks & rays"
"73",105815,"3048",566.335,"BEN_3048","Small_spotted_catshark","Scyliorhinidae","Scyliorhinus",112,"Sediment","Subtidal sediments","Scyliorhinus canicula","Carcharhiniformes","Small to medium sharks (<90 cm)","Sharks and rays","Sharks & rays"
"74",105815,"3198",494.185,"BEN_3198","Small_spotted_catshark","Scyliorhinidae","Scyliorhinus",61,"Sediment","Subtidal seagrass","Scyliorhinus canicula","Carcharhiniformes","Small to medium sharks (<90 cm)","Sharks and rays","Sharks & rays"
"75",105815,"3210",803.89,"BEN_3210","Small_spotted_catshark","Scyliorhinidae","Scyliorhinus",265,"Reefs","Circalittoral rock","Scyliorhinus canicula","Carcharhiniformes","Small to medium sharks (<90 cm)","Sharks and rays","Sharks & rays"
"76",105815,"3044",603.721,"BEN_3044","Small_spotted_catshark","Scyliorhinidae","Scyliorhinus",24,"Sediment","Subtidal sediments","Scyliorhinus canicula","Carcharhiniformes","Small to medium sharks (<90 cm)","Sharks and rays","Sharks & rays"
"77",105815,"3216",590.305,"BEN_3216","Small_spotted_catshark","Scyliorhinidae","Scyliorhinus",130,"Sediment","Subtidal sediments","Scyliorhinus canicula","Carcharhiniformes","Small to medium sharks (<90 cm)","Sharks and rays","Sharks & rays"
"78",105815,"2046",636.23,"PAM_2046","Small_spotted_catshark","Scyliorhinidae","Scyliorhinus",52,"Reefs","Infralittoral rock","Scyliorhinus canicula","Carcharhiniformes","Small to medium sharks (<90 cm)","Sharks and rays","Sharks & rays"
"79",105815,"3204",622.913,"BEN_3204","Small_spotted_catshark","Scyliorhinidae","Scyliorhinus",43,"Reefs","Circalittoral rock","Scyliorhinus canicula","Carcharhiniformes","Small to medium sharks (<90 cm)","Sharks and rays","Sharks & rays"
"80",105815,"3154",714.73,"BEN_3154","Small_spotted_catshark","Scyliorhinidae","Scyliorhinus",11,"Reefs","Circalittoral rock","Scyliorhinus canicula","Carcharhiniformes","Small to medium sharks (<90 cm)","Sharks and rays","Sharks & rays"
"81",105815,"3153",707.433,"BEN_3153","Small_spotted_catshark","Scyliorhinidae","Scyliorhinus",207,"Reefs","Circalittoral rock","Scyliorhinus canicula","Carcharhiniformes","Small to medium sharks (<90 cm)","Sharks and rays","Sharks & rays"
"82",105815,"2063",651.032,"PAM_2063","Small_spotted_catshark","Scyliorhinidae","Scyliorhinus",53,"Reefs","Infralittoral rock","Scyliorhinus canicula","Carcharhiniformes","Small to medium sharks (<90 cm)","Sharks and rays","Sharks & rays"
"83",105815,"3225",673.748,"BEN_3225","Small_spotted_catshark","Scyliorhinidae","Scyliorhinus",224,"Reefs","Circalittoral rock","Scyliorhinus canicula","Carcharhiniformes","Small to medium sharks (<90 cm)","Sharks and rays","Sharks & rays"
"84",105815,"3183",622.016,"BEN_3183","Small_spotted_catshark","Scyliorhinidae","Scyliorhinus",68,"Sediment","Subtidal sediments","Scyliorhinus canicula","Carcharhiniformes","Small to medium sharks (<90 cm)","Sharks and rays","Sharks & rays"
"85",105815,"3127",544.58,"BEN_3127","Small_spotted_catshark","Scyliorhinidae","Scyliorhinus",46,"Reefs","Circalittoral rock","Scyliorhinus canicula","Carcharhiniformes","Small to medium sharks (<90 cm)","Sharks and rays","Sharks & rays"
"86",105815,"3050",543.571,"BEN_3050","Small_spotted_catshark","Scyliorhinidae","Scyliorhinus",49,"Sediment","Subtidal sediments","Scyliorhinus canicula","Carcharhiniformes","Small to medium sharks (<90 cm)","Sharks and rays","Sharks & rays"
"87",105815,"3156",748.937,"BEN_3156","Small_spotted_catshark","Scyliorhinidae","Scyliorhinus",139,"Reefs","Infralittoral rock","Scyliorhinus canicula","Carcharhiniformes","Small to medium sharks (<90 cm)","Sharks and rays","Sharks & rays"
"88",105815,"3148",737.316,"BEN_3148","Small_spotted_catshark","Scyliorhinidae","Scyliorhinus",290,"Reefs","Infralittoral rock","Scyliorhinus canicula","Carcharhiniformes","Small to medium sharks (<90 cm)","Sharks and rays","Sharks & rays"
"89",105815,"3135",600.047,"BEN_3135","Small_spotted_catshark","Scyliorhinidae","Scyliorhinus",187,"Reefs","Infralittoral rock","Scyliorhinus canicula","Carcharhiniformes","Small to medium sharks (<90 cm)","Sharks and rays","Sharks & rays"
"90",105815,"3062",598.542,"BEN_3062","Small_spotted_catshark","Scyliorhinidae","Scyliorhinus",166,"Reefs","Infralittoral rock","Scyliorhinus canicula","Carcharhiniformes","Small to medium sharks (<90 cm)","Sharks and rays","Sharks & rays"
"91",105815,"3224",640.348,"BEN_3224","Small_spotted_catshark","Scyliorhinidae","Scyliorhinus",288,"Reefs","Circalittoral rock","Scyliorhinus canicula","Carcharhiniformes","Small to medium sharks (<90 cm)","Sharks and rays","Sharks & rays"
"92",105815,"3199",637.726,"BEN_3199","Small_spotted_catshark","Scyliorhinidae","Scyliorhinus",81,"Reefs","Infralittoral rock","Scyliorhinus canicula","Carcharhiniformes","Small to medium sharks (<90 cm)","Sharks and rays","Sharks & rays"
"93",105815,"3158",615.858,"BEN_3158","Small_spotted_catshark","Scyliorhinidae","Scyliorhinus",128,"Reefs","Infralittoral rock","Scyliorhinus canicula","Carcharhiniformes","Small to medium sharks (<90 cm)","Sharks and rays","Sharks & rays"
"94",105815,"3132",581.724,"BEN_3132","Small_spotted_catshark","Scyliorhinidae","Scyliorhinus",231,"Reefs","Circalittoral rock","Scyliorhinus canicula","Carcharhiniformes","Small to medium sharks (<90 cm)","Sharks and rays","Sharks & rays"
"95",105815,"3036",531.7,"BEN3036","Small_spotted_catshark","Scyliorhinidae","Scyliorhinus",286,"Reefs","Circalittoral rock","Scyliorhinus canicula","Carcharhiniformes","Small to medium sharks (<90 cm)","Sharks and rays","Sharks & rays"
"96",105815,"3039",506.274,"BEN_3039","Small_spotted_catshark","Scyliorhinidae","Scyliorhinus",8,"Reefs","Circalittoral rock","Scyliorhinus canicula","Carcharhiniformes","Small to medium sharks (<90 cm)","Sharks and rays","Sharks & rays"
"97",105815,"3068",595.063,"BEN_3068","Small_spotted_catshark","Scyliorhinidae","Scyliorhinus",240,"Sediment","Subtidal sediments","Scyliorhinus canicula","Carcharhiniformes","Small to medium sharks (<90 cm)","Sharks and rays","Sharks & rays"
"98",105815,"3163",577.193,"BEN_3163","Small_spotted_catshark","Scyliorhinidae","Scyliorhinus",170,"Sediment","Subtidal sediments","Scyliorhinus canicula","Carcharhiniformes","Small to medium sharks (<90 cm)","Sharks and rays","Sharks & rays"
"99",105815,"3155",651.492,"BEN_3155","Small_spotted_catshark","Scyliorhinidae","Scyliorhinus",259,"Reefs","Infralittoral rock","Scyliorhinus canicula","Carcharhiniformes","Small to medium sharks (<90 cm)","Sharks and rays","Sharks & rays"
"100",105815,"3135",499.689,"BEN_3135","Small_spotted_catshark","Scyliorhinidae","Scyliorhinus",187,"Reefs","Infralittoral rock","Scyliorhinus canicula","Carcharhiniformes","Small to medium sharks (<90 cm)","Sharks and rays","Sharks & rays"
"101",105815,"3223",574.504,"BEN_3223","Small_spotted_catshark","Scyliorhinidae","Scyliorhinus",212,"Reefs","Circalittoral rock","Scyliorhinus canicula","Carcharhiniformes","Small to medium sharks (<90 cm)","Sharks and rays","Sharks & rays"
"102",105815,"3223",619.17,"BEN_3223","Small_spotted_catshark","Scyliorhinidae","Scyliorhinus",212,"Reefs","Circalittoral rock","Scyliorhinus canicula","Carcharhiniformes","Small to medium sharks (<90 cm)","Sharks and rays","Sharks & rays"
"103",105815,"3092",632.225,"BEN_3092","Small_spotted_catshark","Scyliorhinidae","Scyliorhinus",27,"Sediment","Subtidal sediments","Scyliorhinus canicula","Carcharhiniformes","Small to medium sharks (<90 cm)","Sharks and rays","Sharks & rays"
"104",105815,"3222",833.35,"BEN_3222","Small_spotted_catshark","Scyliorhinidae","Scyliorhinus",188,"Reefs","Infralittoral rock","Scyliorhinus canicula","Carcharhiniformes","Small to medium sharks (<90 cm)","Sharks and rays","Sharks & rays"
"105",105815,"3134",574.091,"BEN_3134","Small_spotted_catshark","Scyliorhinidae","Scyliorhinus",267,"Reefs","Infralittoral rock","Scyliorhinus canicula","Carcharhiniformes","Small to medium sharks (<90 cm)","Sharks and rays","Sharks & rays"
"106",105815,"3224",721.618,"BEN_3224","Small_spotted_catshark","Scyliorhinidae","Scyliorhinus",288,"Reefs","Circalittoral rock","Scyliorhinus canicula","Carcharhiniformes","Small to medium sharks (<90 cm)","Sharks and rays","Sharks & rays"
"107",105815,"3108",623.464,"BEN_3108","Small_spotted_catshark","Scyliorhinidae","Scyliorhinus",64,"Sediment","Subtidal sediments","Scyliorhinus canicula","Carcharhiniformes","Small to medium sharks (<90 cm)","Sharks and rays","Sharks & rays"
"108",105815,"3161",642.6,"BEN_3161","Small_spotted_catshark","Scyliorhinidae","Scyliorhinus",298,"Reefs","Circalittoral rock","Scyliorhinus canicula","Carcharhiniformes","Small to medium sharks (<90 cm)","Sharks and rays","Sharks & rays"
"109",105815,"3218",586.71,"BEN3218","Small_spotted_catshark","Scyliorhinidae","Scyliorhinus",111,"Reefs","Infralittoral rock","Scyliorhinus canicula","Carcharhiniformes","Small to medium sharks (<90 cm)","Sharks and rays","Sharks & rays"
"110",105815,"3218",754.861,"BEN3218","Small_spotted_catshark","Scyliorhinidae","Scyliorhinus",111,"Reefs","Infralittoral rock","Scyliorhinus canicula","Carcharhiniformes","Small to medium sharks (<90 cm)","Sharks and rays","Sharks & rays"
"111",105815,"3036",605.485,"BEN3036","Small_spotted_catshark","Scyliorhinidae","Scyliorhinus",286,"Reefs","Circalittoral rock","Scyliorhinus canicula","Carcharhiniformes","Small to medium sharks (<90 cm)","Sharks and rays","Sharks & rays"
"112",105815,"3182",673.524,"BEN_3182","Small_spotted_catshark","Scyliorhinidae","Scyliorhinus",34,"Sediment","Subtidal sediments","Scyliorhinus canicula","Carcharhiniformes","Small to medium sharks (<90 cm)","Sharks and rays","Sharks & rays"
"113",105815,"3032",542.392,"BEN_3032","Small_spotted_catshark","Scyliorhinidae","Scyliorhinus",222,"Reefs","Circalittoral rock","Scyliorhinus canicula","Carcharhiniformes","Small to medium sharks (<90 cm)","Sharks and rays","Sharks & rays"
"114",105815,"3206",746.032,"BEN_3206","Small_spotted_catshark","Scyliorhinidae","Scyliorhinus",232,"Sediment","Subtidal sediments","Scyliorhinus canicula","Carcharhiniformes","Small to medium sharks (<90 cm)","Sharks and rays","Sharks & rays"
"115",105815,"3063",587.359,"BEN3063","Small_spotted_catshark","Scyliorhinidae","Scyliorhinus",202,"Reefs","Circalittoral rock","Scyliorhinus canicula","Carcharhiniformes","Small to medium sharks (<90 cm)","Sharks and rays","Sharks & rays"
