"","GRTS_ID","deployment_ID","Date","Broadscale_habitat","Mixed","Main_habitat","Secondary_habitat","Relief_score","Lat","Lon","TimeIN","TimeOUT","Depth","Temp","Rug_mean","Rug_range","Remoteness","Aspect_mean","Exposure","Slope_mean","MCZ","SAC","Time_high_tide","Time_low_tide","Height_of_tide","Habitat"
"1616",276,"3228","23/08/2023","Circalittoral rock","Y","Circalittoral_rock","Mixed_faunal_turf","3","50.04531","-6.12135","09:20:00","10:33:00","31.5","15.2","3.598634683","6.261236429","13420","45.16681197","44.8","14.19113442","0","0","09:27:00","NA","4.8","Reefs"
"1617",276,"3228","23/08/2023","Circalittoral rock","Y","Circalittoral_rock","Mixed_faunal_turf","3","50.04531","-6.12135","09:20:00","10:33:00","31.5","15.2","3.598634683","6.261236429","13420","45.16681197","44.8","14.19113442","0","0","09:27:00","NA","4.8","Reefs"
"1618",276,"3228","23/08/2023","Circalittoral rock","Y","Circalittoral_rock","Mixed_faunal_turf","3","50.04531","-6.12135","09:20:00","10:33:00","31.5","15.2","3.598634683","6.261236429","13420","45.16681197","44.8","14.19113442","0","0","09:27:00","NA","4.8","Reefs"
"1619",277,"3010","15/06/2022","Subtidal sediments","N","Subtidal_sediments","","0","49.94716","-6.37168","11:15:00","12:26:00","21.1","13.2","4.294689775","8.564163089","547.3","140.4289641","50.4","3.910712384","0","1","NA","12.21","0.72","Sediment"
"1620",277,"3010","15/06/2022","Subtidal sediments","N","Subtidal_sediments","","0","49.94716","-6.37168","11:15:00","12:26:00","21.1","13.2","4.294689775","8.564163089","547.3","140.4289641","50.4","3.910712384","0","1","NA","12.21","0.72","Sediment"
"1621",277,"3010","15/06/2022","Subtidal sediments","N","Subtidal_sediments","","0","49.94716","-6.37168","11:15:00","12:26:00","21.1","13.2","4.294689775","8.564163089","547.3","140.4289641","50.4","3.910712384","0","1","NA","12.21","0.72","Sediment"
"1622",277,"3010","15/06/2022","Subtidal sediments","N","Subtidal_sediments","","0","49.94716","-6.37168","11:15:00","12:26:00","21.1","13.2","4.294689775","8.564163089","547.3","140.4289641","50.4","3.910712384","0","1","NA","12.21","0.72","Sediment"
"1623",277,"3010","15/06/2022","Subtidal sediments","N","Subtidal_sediments","","0","49.94716","-6.37168","11:15:00","12:26:00","21.1","13.2","4.294689775","8.564163089","547.3","140.4289641","50.4","3.910712384","0","1","NA","12.21","0.72","Sediment"
"1624",277,"3010","15/06/2022","Subtidal sediments","N","Subtidal_sediments","","0","49.94716","-6.37168","11:15:00","12:26:00","21.1","13.2","4.294689775","8.564163089","547.3","140.4289641","50.4","3.910712384","0","1","NA","12.21","0.72","Sediment"
"1625",277,"3010","15/06/2022","Subtidal sediments","N","Subtidal_sediments","","0","49.94716","-6.37168","11:15:00","12:26:00","21.1","13.2","4.294689775","8.564163089","547.3","140.4289641","50.4","3.910712384","0","1","NA","12.21","0.72","Sediment"
"1626",277,"3010","15/06/2022","Subtidal sediments","N","Subtidal_sediments","","0","49.94716","-6.37168","11:15:00","12:26:00","21.1","13.2","4.294689775","8.564163089","547.3","140.4289641","50.4","3.910712384","0","1","NA","12.21","0.72","Sediment"
"1627",280,"3203","09/07/2023","Subtidal sediments","N","Subtidal_sediments","","0","49.97339","-6.26327","07:45:00","08:56:00","36.6","15.2","8.968667282","16.31913567","674.9","104.3249098","14.3","7.77463591","1","1","10:09:00","NA","4.9","Sediment"
"1628",280,"3203","09/07/2023","Subtidal sediments","N","Subtidal_sediments","","0","49.97339","-6.26327","07:45:00","08:56:00","36.6","15.2","8.968667282","16.31913567","674.9","104.3249098","14.3","7.77463591","1","1","10:09:00","NA","4.9","Sediment"
"1629",280,"3203","09/07/2023","Subtidal sediments","N","Subtidal_sediments","","0","49.97339","-6.26327","07:45:00","08:56:00","36.6","15.2","8.968667282","16.31913567","674.9","104.3249098","14.3","7.77463591","1","1","10:09:00","NA","4.9","Sediment"
"1630",281,"3072","21/09/2022","Circalittoral rock","N","Circalittoral_rock","","4","49.981104","-6.313368","15:20:00","16:30:00","44","14.8","9.833188793","14.19694042","855.8","231.1141847","141.1","8.534465789","1","1","15:03:00","NA","4.4","Reefs"
