"","deployment_ID","Species","Family","Genus","Code","Species_latin","MaxN","GRTS_ID","Broadscale_habitat"
"1","1001","Edible_crab","Cancridae","Cancer",107276,"Cancer pagurus",1,35,"Subtidal sediments"
"2","1001","Common_squid","Loliginidae","Loligo",140271,"Loligo vulgaris",1,35,"Subtidal sediments"
"3","1001","Edible_crab","Cancridae","Cancer",107276,"Cancer pagurus",2,35,"Subtidal sediments"
"4","1001","Spiny_spider_crab","Majidae","Maja",107347,"Maja brachydactyla",1,35,"Subtidal sediments"
"5","1001","goby_spp","Gobiidae","goby_spp",4,NA,4,35,"Subtidal sediments"
"6","1001","juvenile_spp",NA,"juvenile_spp",5,NA,1,35,"Subtidal sediments"
"7","1001","Edible_crab","Cancridae","Cancer",107276,"Cancer pagurus",3,35,"Subtidal sediments"
"8","1001","goby_spp","Gobiidae","goby_spp",4,NA,2,35,"Subtidal sediments"
"9","1001","goby_spp","Gobiidae","goby_spp",4,NA,3,35,"Subtidal sediments"
"10","1001","goby_spp","Gobiidae","goby_spp",4,NA,6,35,"Subtidal sediments"
"11","1001","goby_spp","Gobiidae","goby_spp",4,NA,1,35,"Subtidal sediments"
"12","1001","juvenile_spp",NA,"juvenile_spp",5,NA,1,35,"Subtidal sediments"
"13","1001","goby_spp","Gobiidae","goby_spp",4,NA,5,35,"Subtidal sediments"
"14","1001","goby_spp","Gobiidae","goby_spp",4,NA,8,35,"Subtidal sediments"
"15","1004","Spiny_starfish","Asteriidae","Marthasterias",123803,"Marthasterias glacialis",2,175,"Infralittoral rock"
"16","1004","Goldsinny_wrasse","Labridae","Ctenolabrus",126964,"Ctenolabrus rupestris",2,175,"Infralittoral rock"
"17","1004","Three_bearded_rockling","Gaidropsaridae","Gaidropsarus",126458,"Gaidropsarus vulgaris",1,175,"Infralittoral rock"
"18","1004","Edible_crab","Cancridae","Cancer",107276,"Cancer pagurus",1,175,"Infralittoral rock"
"19","1004","Ballan_wrasse","Labridae","Labrus",126965,"Labrus bergylta",1,175,"Infralittoral rock"
"20","1004","Nursehound","Scyliorhinidae","Scyliorhinus",105814,"Scyliorhinus stellaris",1,175,"Infralittoral rock"
"21","1004","Corkwing_wrasse","Labridae","Symphodus",273571,"Symphodus melops",1,175,"Infralittoral rock"
"22","1007","goby_spp","Gobiidae","goby_spp",4,NA,3,176,"Subtidal sediments"
"23","1007","Spiny_spider_crab","Majidae","Maja",107347,"Maja brachydactyla",2,176,"Subtidal sediments"
"24","1007","crab_spp",NA,"crab_spp",2,NA,1,176,"Subtidal sediments"
"25","1007","goby_spp","Gobiidae","goby_spp",4,NA,4,176,"Subtidal sediments"
"26","1007","crab_spp",NA,"crab_spp",2,NA,2,176,"Subtidal sediments"
"27","1007","Edible_crab","Cancridae","Cancer",107276,"Cancer pagurus",1,176,"Subtidal sediments"
"28","1007","Spiny_spider_crab","Majidae","Maja",107347,"Maja brachydactyla",1,176,"Subtidal sediments"
"29","1007","goby_spp","Gobiidae","goby_spp",4,NA,5,176,"Subtidal sediments"
"30","1007","Spiny_starfish","Asteriidae","Marthasterias",123803,"Marthasterias glacialis",1,176,"Subtidal sediments"
"31","1007","goby_spp","Gobiidae","goby_spp",4,NA,1,176,"Subtidal sediments"
"32","1007","crab_spp",NA,"crab_spp",2,NA,3,176,"Subtidal sediments"
"33","1007","goby_spp","Gobiidae","goby_spp",4,NA,2,176,"Subtidal sediments"
"34","1009","Ballan_wrasse","Labridae","Labrus",126965,"Labrus bergylta",1,185,"Infralittoral rock"
"35","1009","Three_bearded_rockling","Gaidropsaridae","Gaidropsarus",126458,"Gaidropsarus vulgaris",1,185,"Infralittoral rock"
"36","1009","Corkwing_wrasse","Labridae","Symphodus",273571,"Symphodus melops",1,185,"Infralittoral rock"
"37","1009","fish_spp",NA,"fish_spp",3,NA,3,185,"Infralittoral rock"
"38","1009","Edible_crab","Cancridae","Cancer",107276,"Cancer pagurus",1,185,"Infralittoral rock"
"39","1009","Pollack","Gadidae","Pollachius",126440,"Pollachius pollachius",1,185,"Infralittoral rock"
"40","1011","Poor_cod","Gadidae","Trisopterus",126445,"Trisopterus luscus",1,5,"Infralittoral rock"
"41","1011","juvenile_spp",NA,"juvenile_spp",5,NA,7,5,"Infralittoral rock"
"42","1011","Pollack","Gadidae","Pollachius",126440,"Pollachius pollachius",4,5,"Infralittoral rock"
"43","1011","Edible_crab","Cancridae","Cancer",107276,"Cancer pagurus",1,5,"Infralittoral rock"
"44","1011","Cuckoo_wrasse","Labridae","Labrus",151501,"Labrus mixtus",2,5,"Infralittoral rock"
"45","1011","Cuckoo_wrasse","Labridae","Labrus",151501,"Labrus mixtus",1,5,"Infralittoral rock"
"46","1011","Tompot_blenny","Blenniidae","Parablennius",126770,"Parablennius gattorugine",1,5,"Infralittoral rock"
"47","1011","Goldsinny_wrasse","Labridae","Ctenolabrus",126964,"Ctenolabrus rupestris",1,5,"Infralittoral rock"
"48","1011","Pollack","Gadidae","Pollachius",126440,"Pollachius pollachius",9,5,"Infralittoral rock"
"49","1011","Pollack","Gadidae","Pollachius",126440,"Pollachius pollachius",1,5,"Infralittoral rock"
"50","1011","Pollack","Gadidae","Pollachius",126440,"Pollachius pollachius",8,5,"Infralittoral rock"
"51","1011","Ballan_wrasse","Labridae","Labrus",126965,"Labrus bergylta",1,5,"Infralittoral rock"
"52","1011","juvenile_spp",NA,"juvenile_spp",5,NA,1,5,"Infralittoral rock"
"53","1011","Small_spotted_catshark","Scyliorhinidae","Scyliorhinus",105815,"Scyliorhinus canicula",1,5,"Infralittoral rock"
"54","1016","Goldsinny_wrasse","Labridae","Ctenolabrus",126964,"Ctenolabrus rupestris",3,300,"Circalittoral rock"
"55","1016","Ballan_wrasse","Labridae","Labrus",126965,"Labrus bergylta",2,300,"Circalittoral rock"
"56","1016","Ballan_wrasse","Labridae","Labrus",126965,"Labrus bergylta",2,300,"Circalittoral rock"
"57","1016","Spiny_starfish","Asteriidae","Marthasterias",123803,"Marthasterias glacialis",1,300,"Circalittoral rock"
"58","1016","Pollack","Gadidae","Pollachius",126440,"Pollachius pollachius",1,300,"Circalittoral rock"
"59","1016","Conger_eel","Congridae","Conger",126285,"Conger conger",1,300,"Circalittoral rock"
"60","1016","wrasse_spp","Labridae","wrasse_spp",7,NA,4,300,"Circalittoral rock"
"61","1016","Poor_cod","Gadidae","Trisopterus",126445,"Trisopterus luscus",1,300,"Circalittoral rock"
"62","1016","Common_spiny_lobster","Palinuridae","Palinurus",107703,"Palinurus elephas",1,300,"Circalittoral rock"
"63","1016","Pollack","Gadidae","Pollachius",126440,"Pollachius pollachius",3,300,"Circalittoral rock"
"64","1016","Cuckoo_wrasse","Labridae","Labrus",151501,"Labrus mixtus",1,300,"Circalittoral rock"
"65","1016","Spiny_starfish","Asteriidae","Marthasterias",123803,"Marthasterias glacialis",1,300,"Circalittoral rock"
"66","1016","Goldsinny_wrasse","Labridae","Ctenolabrus",126964,"Ctenolabrus rupestris",1,300,"Circalittoral rock"
"67","1016","Goldsinny_wrasse","Labridae","Ctenolabrus",126964,"Ctenolabrus rupestris",2,300,"Circalittoral rock"
"68","1016","wrasse_spp","Labridae","wrasse_spp",7,NA,1,300,"Circalittoral rock"
"69","1016","Ballan_wrasse","Labridae","Labrus",126965,"Labrus bergylta",3,300,"Circalittoral rock"
"70","1021","Ballan_wrasse","Labridae","Labrus",126965,"Labrus bergylta",2,118,"Infralittoral rock"
"71","1021","Ballan_wrasse","Labridae","Labrus",126965,"Labrus bergylta",1,118,"Infralittoral rock"
"72","1021","Two_spotted_goby","Gobiidae","Gobiusculus",126898,"Gobiusculus flavescens",1,118,"Infralittoral rock"
"73","1021","Two_spotted_goby","Gobiidae","Gobiusculus",126898,"Gobiusculus flavescens",2,118,"Infralittoral rock"
"74","1021","Two_spotted_goby","Gobiidae","Gobiusculus",126898,"Gobiusculus flavescens",3,118,"Infralittoral rock"
"75","1021","Two_spotted_goby","Gobiidae","Gobiusculus",126898,"Gobiusculus flavescens",4,118,"Infralittoral rock"
"76","1023","Small_spotted_catshark","Scyliorhinidae","Scyliorhinus",105815,"Scyliorhinus canicula",1,121,"Infralittoral rock"
"77","1023","Goldsinny_wrasse","Labridae","Ctenolabrus",126964,"Ctenolabrus rupestris",1,121,"Infralittoral rock"
"78","1023","Pollack","Gadidae","Pollachius",126440,"Pollachius pollachius",2,121,"Infralittoral rock"
"79","1023","Pollack","Gadidae","Pollachius",126440,"Pollachius pollachius",1,121,"Infralittoral rock"
"80","1023","Ballan_wrasse","Labridae","Labrus",126965,"Labrus bergylta",1,121,"Infralittoral rock"
"81","1026","Spiny_spider_crab","Majidae","Maja",107347,"Maja brachydactyla",1,252,"Circalittoral rock"
"82","1026","Cuckoo_wrasse","Labridae","Labrus",151501,"Labrus mixtus",1,252,"Circalittoral rock"
"83","1026","Rock_cook","Labridae","Centrolabrus",126961,"Centrolabrus exoletus",1,252,"Circalittoral rock"
"84","1026","Goldsinny_wrasse","Labridae","Ctenolabrus",126964,"Ctenolabrus rupestris",1,252,"Circalittoral rock"
"85","1026","Ballan_wrasse","Labridae","Labrus",126965,"Labrus bergylta",4,252,"Circalittoral rock"
"86","1026","Pollack","Gadidae","Pollachius",126440,"Pollachius pollachius",1,252,"Circalittoral rock"
"87","1026","fish_spp",NA,"fish_spp",3,NA,1,252,"Circalittoral rock"
"88","1030","Ballan_wrasse","Labridae","Labrus",126965,"Labrus bergylta",1,108,"Infralittoral rock"
"89","1030","Ballan_wrasse","Labridae","Labrus",126965,"Labrus bergylta",2,108,"Infralittoral rock"
"90","1030","Pollack","Gadidae","Pollachius",126440,"Pollachius pollachius",5,108,"Infralittoral rock"
"91","1030","Pollack","Gadidae","Pollachius",126440,"Pollachius pollachius",2,108,"Infralittoral rock"
"92","1030","Goldsinny_wrasse","Labridae","Ctenolabrus",126964,"Ctenolabrus rupestris",1,108,"Infralittoral rock"
"93","1030","Goldsinny_wrasse","Labridae","Ctenolabrus",126964,"Ctenolabrus rupestris",2,108,"Infralittoral rock"
"94","1030","Pollack","Gadidae","Pollachius",126440,"Pollachius pollachius",3,108,"Infralittoral rock"
"95","1030","Pollack","Gadidae","Pollachius",126440,"Pollachius pollachius",4,108,"Infralittoral rock"
"96","1037","Common_urchin","Echinidae","Echinus",135302,"Cyanea lamarckii",1,260,"Circalittoral rock"
"97","1037","Cuckoo_wrasse","Labridae","Labrus",151501,"Labrus mixtus",1,260,"Circalittoral rock"
"98","1037","Cuckoo_wrasse","Labridae","Labrus",151501,"Labrus mixtus",2,260,"Circalittoral rock"
"99","1037","Conger_eel","Congridae","Conger",126285,"Conger conger",1,260,"Circalittoral rock"
"100","1037","Pollack","Gadidae","Pollachius",126440,"Pollachius pollachius",7,260,"Circalittoral rock"
"101","1037","Pollack","Gadidae","Pollachius",126440,"Pollachius pollachius",3,260,"Circalittoral rock"
"102","1037","Cuckoo_wrasse","Labridae","Labrus",151501,"Labrus mixtus",3,260,"Circalittoral rock"
"103","1037","Pollack","Gadidae","Pollachius",126440,"Pollachius pollachius",4,260,"Circalittoral rock"
"104","1037","Ballan_wrasse","Labridae","Labrus",126965,"Labrus bergylta",1,260,"Circalittoral rock"
"105","1037","Pollack","Gadidae","Pollachius",126440,"Pollachius pollachius",6,260,"Circalittoral rock"
"106","1037","Rock_cook","Labridae","Centrolabrus",126961,"Centrolabrus exoletus",1,260,"Circalittoral rock"
"107","1037","Goldsinny_wrasse","Labridae","Ctenolabrus",126964,"Ctenolabrus rupestris",1,260,"Circalittoral rock"
"108","1037","Pollack","Gadidae","Pollachius",126440,"Pollachius pollachius",1,260,"Circalittoral rock"
"109","1037","Pollack","Gadidae","Pollachius",126440,"Pollachius pollachius",2,260,"Circalittoral rock"
"110","1037","Pollack","Gadidae","Pollachius",126440,"Pollachius pollachius",8,260,"Circalittoral rock"
"111","1037","Pollack","Gadidae","Pollachius",126440,"Pollachius pollachius",5,260,"Circalittoral rock"
"112","1038","Edible_crab","Cancridae","Cancer",107276,"Cancer pagurus",1,114,"Infralittoral rock"
"113","1038","European_lobster","Nephropidae","Homarus",107253,"Homarus gammarus",1,114,"Infralittoral rock"
"114","1038","Conger_eel","Congridae","Conger",126285,"Conger conger",1,114,"Infralittoral rock"
"115","1038","Pollack","Gadidae","Pollachius",126440,"Pollachius pollachius",4,114,"Infralittoral rock"
"116","1038","Pollack","Gadidae","Pollachius",126440,"Pollachius pollachius",2,114,"Infralittoral rock"
"117","1038","Cuckoo_wrasse","Labridae","Labrus",151501,"Labrus mixtus",1,114,"Infralittoral rock"
"118","1038","Rock_cook","Labridae","Centrolabrus",126961,"Centrolabrus exoletus",1,114,"Infralittoral rock"
"119","1038","Ballan_wrasse","Labridae","Labrus",126965,"Labrus bergylta",2,114,"Infralittoral rock"
"120","1038","Ballan_wrasse","Labridae","Labrus",126965,"Labrus bergylta",1,114,"Infralittoral rock"
"121","1038","Goldsinny_wrasse","Labridae","Ctenolabrus",126964,"Ctenolabrus rupestris",1,114,"Infralittoral rock"
"122","1038","Cuckoo_wrasse","Labridae","Labrus",151501,"Labrus mixtus",2,114,"Infralittoral rock"
"123","1038","Goldsinny_wrasse","Labridae","Ctenolabrus",126964,"Ctenolabrus rupestris",2,114,"Infralittoral rock"
"124","1038","Goldsinny_wrasse","Labridae","Ctenolabrus",126964,"Ctenolabrus rupestris",3,114,"Infralittoral rock"
"125","1038","Small_spotted_catshark","Scyliorhinidae","Scyliorhinus",105815,"Scyliorhinus canicula",1,114,"Infralittoral rock"
"126","1038","Pollack","Gadidae","Pollachius",126440,"Pollachius pollachius",1,114,"Infralittoral rock"
"127","1038","Goldsinny_wrasse","Labridae","Ctenolabrus",126964,"Ctenolabrus rupestris",4,114,"Infralittoral rock"
"128","1039","Pollack","Gadidae","Pollachius",126440,"Pollachius pollachius",1,191,"Infralittoral rock"
"129","1039","Pollack","Gadidae","Pollachius",126440,"Pollachius pollachius",1,191,"Infralittoral rock"
"130","1039","Two_spotted_goby","Gobiidae","Gobiusculus",126898,"Gobiusculus flavescens",1,191,"Infralittoral rock"
"131","1039","Two_spotted_goby","Gobiidae","Gobiusculus",126898,"Gobiusculus flavescens",2,191,"Infralittoral rock"
"132","1039","Pollack","Gadidae","Pollachius",126440,"Pollachius pollachius",1,191,"Infralittoral rock"
"133","1041","Cuckoo_wrasse","Labridae","Labrus",151501,"Labrus mixtus",1,127,"Infralittoral rock"
"134","1041","Greater_sandeel","Ammodytidae","Hyperoplus",126756,"Hyperoplus lanceolatus",1,127,"Infralittoral rock"
"135","1041","Ballan_wrasse","Labridae","Labrus",126965,"Labrus bergylta",2,127,"Infralittoral rock"
"136","1041","Small_spotted_catshark","Scyliorhinidae","Scyliorhinus",105815,"Scyliorhinus canicula",1,127,"Infralittoral rock"
"137","1041","Goldsinny_wrasse","Labridae","Ctenolabrus",126964,"Ctenolabrus rupestris",1,127,"Infralittoral rock"
"138","1041","Pollack","Gadidae","Pollachius",126440,"Pollachius pollachius",3,127,"Infralittoral rock"
"139","1041","Greater_sandeel","Ammodytidae","Hyperoplus",126756,"Hyperoplus lanceolatus",3,127,"Infralittoral rock"
"140","1041","Cuckoo_wrasse","Labridae","Labrus",151501,"Labrus mixtus",2,127,"Infralittoral rock"
"141","1041","Pollack","Gadidae","Pollachius",126440,"Pollachius pollachius",2,127,"Infralittoral rock"
"142","1041","Greater_sandeel","Ammodytidae","Hyperoplus",126756,"Hyperoplus lanceolatus",2,127,"Infralittoral rock"
"143","1042","Ballan_wrasse","Labridae","Labrus",126965,"Labrus bergylta",1,129,"Infralittoral rock"
"144","1042","Pollack","Gadidae","Pollachius",126440,"Pollachius pollachius",1,129,"Infralittoral rock"
"145","1042","Pollack","Gadidae","Pollachius",126440,"Pollachius pollachius",1,129,"Infralittoral rock"
"146","1042","Pollack","Gadidae","Pollachius",126440,"Pollachius pollachius",2,129,"Infralittoral rock"
"147","1042","Pollack","Gadidae","Pollachius",126440,"Pollachius pollachius",1,129,"Infralittoral rock"
"148","1042","juvenile_spp",NA,"juvenile_spp",5,NA,3,129,"Infralittoral rock"
"149","1042","juvenile_spp",NA,"juvenile_spp",5,NA,2,129,"Infralittoral rock"
"150","1042","Two_spotted_goby","Gobiidae","Gobiusculus",126898,"Gobiusculus flavescens",1,129,"Infralittoral rock"
"151","1042","Corkwing_wrasse","Labridae","Symphodus",273571,"Symphodus melops",1,129,"Infralittoral rock"
"152","1042","wrasse_spp","Labridae","wrasse_spp",7,NA,1,129,"Infralittoral rock"
"153","1042","wrasse_spp","Labridae","wrasse_spp",7,NA,1,129,"Infralittoral rock"
"154","1044","goby_spp","Gobiidae","goby_spp",4,NA,2,41,"Subtidal sediments"
"155","1044","Dog_whelk","Muricidae","Nucella",140403,"Nucella lapillus",3,41,"Subtidal sediments"
"156","1044","goby_spp","Gobiidae","goby_spp",4,NA,7,41,"Subtidal sediments"
"157","1044","goby_spp","Gobiidae","goby_spp",4,NA,1,41,"Subtidal sediments"
"158","1044","fish_spp",NA,"fish_spp",3,NA,50,41,"Subtidal sediments"
"159","1044","goby_spp","Gobiidae","goby_spp",4,NA,9,41,"Subtidal sediments"
"160","1044","goby_spp","Gobiidae","goby_spp",4,NA,8,41,"Subtidal sediments"
"161","1044","goby_spp","Gobiidae","goby_spp",4,NA,19,41,"Subtidal sediments"
"162","1044","fish_spp",NA,"fish_spp",3,NA,50,41,"Subtidal sediments"
"163","1044","goby_spp","Gobiidae","goby_spp",4,NA,11,41,"Subtidal sediments"
"164","1044","goby_spp","Gobiidae","goby_spp",4,NA,15,41,"Subtidal sediments"
"165","1044","goby_spp","Gobiidae","goby_spp",4,NA,10,41,"Subtidal sediments"
"166","1044","goby_spp","Gobiidae","goby_spp",4,NA,6,41,"Subtidal sediments"
"167","1044","Pollack","Gadidae","Pollachius",126440,"Pollachius pollachius",1,41,"Subtidal sediments"
"168","1044","fish_spp",NA,"fish_spp",3,NA,3,41,"Subtidal sediments"
"169","1044","Edible_crab","Cancridae","Cancer",107276,"Cancer pagurus",1,41,"Subtidal sediments"
"170","1044","goby_spp","Gobiidae","goby_spp",4,NA,5,41,"Subtidal sediments"
"171","1044","Common_dragonet","Callionymidae","Callionymus",126792,"Callionymus lyra",1,41,"Subtidal sediments"
"172","1044","goby_spp","Gobiidae","goby_spp",4,NA,12,41,"Subtidal sediments"
"173","1044","goby_spp","Gobiidae","goby_spp",4,NA,3,41,"Subtidal sediments"
"174","1044","wrasse_spp","Labridae","wrasse_spp",7,NA,1,41,"Subtidal sediments"
"175","1044","fish_spp",NA,"fish_spp",3,NA,50,41,"Subtidal sediments"
"176","1044","goby_spp","Gobiidae","goby_spp",4,NA,4,41,"Subtidal sediments"
"177","1045","Dog_whelk","Muricidae","Nucella",140403,"Nucella lapillus",2,3,"Subtidal sediments"
"178","1045","Dog_whelk","Muricidae","Nucella",140403,"Nucella lapillus",4,3,"Subtidal sediments"
"179","1045","Dog_whelk","Muricidae","Nucella",140403,"Nucella lapillus",25,3,"Subtidal sediments"
"180","1045","Small_spotted_catshark","Scyliorhinidae","Scyliorhinus",105815,"Scyliorhinus canicula",1,3,"Subtidal sediments"
"181","1045","Dog_whelk","Muricidae","Nucella",140403,"Nucella lapillus",7,3,"Subtidal sediments"
"182","1045","goby_spp","Gobiidae","goby_spp",4,NA,1,3,"Subtidal sediments"
"183","1045","sandeel_spp","Hyperoplus lanceolatus","sandeel_spp",6,NA,48,3,"Subtidal sediments"
"184","1045","Dog_whelk","Muricidae","Nucella",140403,"Nucella lapillus",34,3,"Subtidal sediments"
"185","1045","Dog_whelk","Muricidae","Nucella",140403,"Nucella lapillus",31,3,"Subtidal sediments"
"186","1045","Velvet_swimming_crab","Portunidae","Necora",107398,"Necora puber",2,3,"Subtidal sediments"
"187","1045","Dog_whelk","Muricidae","Nucella",140403,"Nucella lapillus",15,3,"Subtidal sediments"
"188","1045","Dog_whelk","Muricidae","Nucella",140403,"Nucella lapillus",37,3,"Subtidal sediments"
"189","1045","sandeel_spp","Hyperoplus lanceolatus","sandeel_spp",6,NA,13,3,"Subtidal sediments"
"190","1045","Dog_whelk","Muricidae","Nucella",140403,"Nucella lapillus",13,3,"Subtidal sediments"
"191","1045","Hermet_crab","Paguridae","Pagurus",107232,"Pagurus bernhardus",1,3,"Subtidal sediments"
"192","1045","crab_spp",NA,"crab_spp",2,NA,1,3,"Subtidal sediments"
"193","1045","sandeel_spp","Hyperoplus lanceolatus","sandeel_spp",6,NA,31,3,"Subtidal sediments"
"194","1045","Dog_whelk","Muricidae","Nucella",140403,"Nucella lapillus",6,3,"Subtidal sediments"
"195","1045","Dog_whelk","Muricidae","Nucella",140403,"Nucella lapillus",3,3,"Subtidal sediments"
"196","1045","sandeel_spp","Hyperoplus lanceolatus","sandeel_spp",6,NA,21,3,"Subtidal sediments"
"197","1045","Dog_whelk","Muricidae","Nucella",140403,"Nucella lapillus",23,3,"Subtidal sediments"
"198","1045","sandeel_spp","Hyperoplus lanceolatus","sandeel_spp",6,NA,37,3,"Subtidal sediments"
"199","1045","Velvet_swimming_crab","Portunidae","Necora",107398,"Necora puber",1,3,"Subtidal sediments"
"200","1045","Dog_whelk","Muricidae","Nucella",140403,"Nucella lapillus",29,3,"Subtidal sediments"
"201","1045","sandeel_spp","Hyperoplus lanceolatus","sandeel_spp",6,NA,40,3,"Subtidal sediments"
"202","1046","juvenile_spp",NA,"juvenile_spp",5,NA,4,161,"Infralittoral rock"
"203","1046","juvenile_spp",NA,"juvenile_spp",5,NA,2,161,"Infralittoral rock"
"204","1046","Pollack","Gadidae","Pollachius",126440,"Pollachius pollachius",5,161,"Infralittoral rock"
"205","1046","fish_spp",NA,"fish_spp",3,NA,1,161,"Infralittoral rock"
"206","1046","Goldsinny_wrasse","Labridae","Ctenolabrus",126964,"Ctenolabrus rupestris",1,161,"Infralittoral rock"
"207","1046","juvenile_spp",NA,"juvenile_spp",5,NA,6,161,"Infralittoral rock"
"208","1046","Pollack","Gadidae","Pollachius",126440,"Pollachius pollachius",3,161,"Infralittoral rock"
"209","1046","Pollack","Gadidae","Pollachius",126440,"Pollachius pollachius",7,161,"Infralittoral rock"
"210","1046","wrasse_spp","Labridae","wrasse_spp",7,NA,1,161,"Infralittoral rock"
"211","1046","juvenile_spp",NA,"juvenile_spp",5,NA,1,161,"Infralittoral rock"
"212","1046","fish_spp",NA,"fish_spp",3,NA,20,161,"Infralittoral rock"
"213","1046","juvenile_spp",NA,"juvenile_spp",5,NA,7,161,"Infralittoral rock"
"214","1046","Pollack","Gadidae","Pollachius",126440,"Pollachius pollachius",2,161,"Infralittoral rock"
"215","1046","juvenile_spp",NA,"juvenile_spp",5,NA,3,161,"Infralittoral rock"
"216","1046","Pollack","Gadidae","Pollachius",126440,"Pollachius pollachius",4,161,"Infralittoral rock"
"217","1046","Corkwing_wrasse","Labridae","Symphodus",273571,"Symphodus melops",1,161,"Infralittoral rock"
"218","1046","Ballan_wrasse","Labridae","Labrus",126965,"Labrus bergylta",1,161,"Infralittoral rock"
"219","1046","Ballan_wrasse","Labridae","Labrus",126965,"Labrus bergylta",2,161,"Infralittoral rock"
"220","1047","Cotton_spinner","Holothuriidae","Holothuria",124501,"Holothuria forskali",1,201,"Circalittoral rock"
"221","1047","Common_urchin","Echinidae","Echinus",135302,"Cyanea lamarckii",1,201,"Circalittoral rock"
"222","1047","Goldsinny_wrasse","Labridae","Ctenolabrus",126964,"Ctenolabrus rupestris",4,201,"Circalittoral rock"
"223","1047","Spiny_starfish","Asteriidae","Marthasterias",123803,"Marthasterias glacialis",2,201,"Circalittoral rock"
"224","1047","Cuckoo_wrasse","Labridae","Labrus",151501,"Labrus mixtus",1,201,"Circalittoral rock"
"225","1047","Three_bearded_rockling","Gaidropsaridae","Gaidropsarus",126458,"Gaidropsarus vulgaris",1,201,"Circalittoral rock"
"226","1047","fish_spp",NA,"fish_spp",3,NA,1,201,"Circalittoral rock"
"227","1047","Poor_cod","Gadidae","Trisopterus",126445,"Trisopterus luscus",1,201,"Circalittoral rock"
"228","1047","sandeel_spp","Hyperoplus lanceolatus","sandeel_spp",6,NA,1,201,"Circalittoral rock"
"229","1047","Goldsinny_wrasse","Labridae","Ctenolabrus",126964,"Ctenolabrus rupestris",2,201,"Circalittoral rock"
"230","1047","Ballan_wrasse","Labridae","Labrus",126965,"Labrus bergylta",1,201,"Circalittoral rock"
"231","1047","Leopard_spotted_goby","Gobiidae","Thorogobius",126937,"Thorogobius ephippiatus",1,201,"Circalittoral rock"
"232","1047","Spiny_starfish","Asteriidae","Marthasterias",123803,"Marthasterias glacialis",3,201,"Circalittoral rock"
"233","1047","wrasse_spp","Labridae","wrasse_spp",7,NA,1,201,"Circalittoral rock"
"234","1047","Goldsinny_wrasse","Labridae","Ctenolabrus",126964,"Ctenolabrus rupestris",3,201,"Circalittoral rock"
"235","1047","Spiny_starfish","Asteriidae","Marthasterias",123803,"Marthasterias glacialis",1,201,"Circalittoral rock"
"236","1047","Goldsinny_wrasse","Labridae","Ctenolabrus",126964,"Ctenolabrus rupestris",1,201,"Circalittoral rock"
"237","1047","Ballan_wrasse","Labridae","Labrus",126965,"Labrus bergylta",2,201,"Circalittoral rock"
"238","1051","Pollack","Gadidae","Pollachius",126440,"Pollachius pollachius",3,131,"Infralittoral rock"
"239","1051","Pollack","Gadidae","Pollachius",126440,"Pollachius pollachius",9,131,"Infralittoral rock"
"240","1051","Pollack","Gadidae","Pollachius",126440,"Pollachius pollachius",12,131,"Infralittoral rock"
"241","1051","Goldsinny_wrasse","Labridae","Ctenolabrus",126964,"Ctenolabrus rupestris",1,131,"Infralittoral rock"
"242","1051","Small_spotted_catshark","Scyliorhinidae","Scyliorhinus",105815,"Scyliorhinus canicula",1,131,"Infralittoral rock"
"243","1051","fish_spp",NA,"fish_spp",3,NA,1,131,"Infralittoral rock"
"244","1051","Pollack","Gadidae","Pollachius",126440,"Pollachius pollachius",6,131,"Infralittoral rock"
"245","1051","Cuckoo_wrasse","Labridae","Labrus",151501,"Labrus mixtus",1,131,"Infralittoral rock"
"246","1051","Pollack","Gadidae","Pollachius",126440,"Pollachius pollachius",5,131,"Infralittoral rock"
"247","1051","Pollack","Gadidae","Pollachius",126440,"Pollachius pollachius",7,131,"Infralittoral rock"
"248","1051","Spiny_spider_crab","Majidae","Maja",107347,"Maja brachydactyla",1,131,"Infralittoral rock"
"249","1051","Ballan_wrasse","Labridae","Labrus",126965,"Labrus bergylta",1,131,"Infralittoral rock"
"250","1051","Pollack","Gadidae","Pollachius",126440,"Pollachius pollachius",2,131,"Infralittoral rock"
"251","1051","Common_urchin","Echinidae","Echinus",135302,"Cyanea lamarckii",1,131,"Infralittoral rock"
"252","1051","Pollack","Gadidae","Pollachius",126440,"Pollachius pollachius",1,131,"Infralittoral rock"
"253","1051","Pollack","Gadidae","Pollachius",126440,"Pollachius pollachius",4,131,"Infralittoral rock"
"254","1051","wrasse_spp","Labridae","wrasse_spp",7,NA,1,131,"Infralittoral rock"
"255","1055","Cuckoo_wrasse","Labridae","Labrus",151501,"Labrus mixtus",2,21,"Infralittoral rock"
"256","1055","fish_spp",NA,"fish_spp",3,NA,1,21,"Infralittoral rock"
"257","1055","Rock_cook","Labridae","Centrolabrus",126961,"Centrolabrus exoletus",1,21,"Infralittoral rock"
"258","1055","Nursehound","Scyliorhinidae","Scyliorhinus",105814,"Scyliorhinus stellaris",2,21,"Infralittoral rock"
"260","1055","Small_spotted_catshark","Scyliorhinidae","Scyliorhinus",105815,"Scyliorhinus canicula",3,21,"Infralittoral rock"
"261","1055","Rock_cook","Labridae","Centrolabrus",126961,"Centrolabrus exoletus",2,21,"Infralittoral rock"
"262","1055","Cuckoo_wrasse","Labridae","Labrus",151501,"Labrus mixtus",1,21,"Infralittoral rock"
