"","GRTS_ID","deployment_ID","Species","Species_latin","MaxN","Time (HMS)","Order","Family","Genus","Functional_group","Simplified_functional_group","Commercial_group","Code","Lat","Lon"
"339",55,"2062","Fifteen_spined_stickleback","Spinachia spinachia",1,00:30:25,"Gasterosteoidei","Gasterosteidae","Spinachia","Small reef assoc. fish (<30 cm)","Reef associated fish","Other fishes & inverts",126508,"49.93685","-6.30314"
"340",55,"2062","Pollack","Pollachius pollachius",5,00:12:55,"Gadiformes","Gadidae","Pollachius","Large benthopelagics (>=90 cm)","Benthopelagic fish","Cod likes",126440,"49.93685","-6.30314"
"341",56,"3074","Ballan_wrasse","Labrus bergylta",2,00:04:19,"Labriformes","Labridae","Labrus","Medium reef assoc. fish (30 - 89 cm)","Reef associated fish","Perch likes",126965,"49.968355","-6.308075"
"342",56,"3074","Corkwing_wrasse","Symphodus melops",1,00:21:02,"Labriformes","Labridae","Symphodus","Small reef assoc. fish (<30 cm)","Reef associated fish","Perch likes",273571,"49.968355","-6.308075"
"343",56,"3074","Dog_whelk","Nucella lapillus",1,00:58:58,"Neogastropoda","Muricidae","Nucella","Other demersal invertebrates","Demersal invertebrates","Molluscs",140403,"49.968355","-6.308075"
"344",56,"3074","Lesser_sandeel","Ammodytes tobianus",35,00:43:59,"Trachiniformes","Ammodytidae","Ammodytes","Small demersals (<30 cm)","Demersal fish","Other fishes & inverts",126752,"49.968355","-6.308075"
"345",56,"3074","Pollack","Pollachius pollachius",4,00:09:25,"Gadiformes","Gadidae","Pollachius","Large benthopelagics (>=90 cm)","Benthopelagic fish","Cod likes",126440,"49.968355","-6.308075"
"346",56,"3074","Red_mullet","Mullus surmuletus",1,00:02:00,"Perciformes","Mullidae","Mullus","Medium demersals (30 - 89 cm)","Demersal fish","Perch likes",126986,"49.968355","-6.308075"
"347",56,"3074","juvenile_spp","NA",30,00:18:35,"NA","Other","juvenile_spp","NA","NA","NA",5,"49.968355","-6.308075"
"348",57,"3091","Ballan_wrasse","Labrus bergylta",2,00:08:09,"Labriformes","Labridae","Labrus","Medium reef assoc. fish (30 - 89 cm)","Reef associated fish","Perch likes",126965,"49.93827","-6.32967"
"349",57,"3091","Corkwing_wrasse","Symphodus melops",1,00:06:47,"Labriformes","Labridae","Symphodus","Small reef assoc. fish (<30 cm)","Reef associated fish","Perch likes",273571,"49.93827","-6.32967"
"350",57,"3091","Dog_whelk","Nucella lapillus",7,00:26:52,"Neogastropoda","Muricidae","Nucella","Other demersal invertebrates","Demersal invertebrates","Molluscs",140403,"49.93827","-6.32967"
"351",57,"3091","Small_spotted_catshark","Scyliorhinus canicula",1,00:14:16,"Carcharhiniformes","Scyliorhinidae","Scyliorhinus","Small to medium sharks (<90 cm)","Sharks and rays","Sharks & rays",105815,"49.93827","-6.32967"
"352",57,"3091","juvenile_spp","NA",1,00:34:11,"NA","Other","juvenile_spp","NA","NA","NA",5,"49.93827","-6.32967"
"353",58,"3100","Common_dragonet","Callionymus lyra",1,00:24:52,"Perciformes","Callionymidae","Callionymus","Small demersals (<30 cm)","Demersal fish","Perch likes",126792,"49.92841","-6.33689"
"354",58,"3100","Edible_crab","Cancer pagurus",2,00:55:09,"Decapoda","Cancridae","Cancer","Lobsters, crabs","Crustaceans","Crustaceans",107276,"49.92841","-6.33689"
"355",58,"3100","Greater_sandeel","Hyperoplus lanceolatus",2,00:53:57,"Trachiniformes","Ammodytidae","Hyperoplus","Small  benthopelagics (<30 cm)","Benthopelagic fish","Other fishes & inverts",126756,"49.92841","-6.33689"
"356",58,"3100","Shore_crab","Carcinus maenas",1,00:57:09,"Decapoda","Carcinidae","Carcinus","Lobsters, crabs","Crustaceans","Crustaceans",107381,"49.92841","-6.33689"
"357",59,"2054","Atlantic_mackerel","Scomber scombrus",1,00:05:50,"Scombriformes","Scombridae","Scomber","Medium pelagics (30 - 89 cm)","Pelagic fish","Perch likes",127023,"49.94972","-6.25833"
"358",59,"2054","Ballan_wrasse","Labrus bergylta",2,00:05:24,"Labriformes","Labridae","Labrus","Medium reef assoc. fish (30 - 89 cm)","Reef associated fish","Perch likes",126965,"49.94972","-6.25833"
"359",59,"2054","Corkwing_wrasse","Symphodus melops",3,00:21:03,"Labriformes","Labridae","Symphodus","Small reef assoc. fish (<30 cm)","Reef associated fish","Perch likes",273571,"49.94972","-6.25833"
"360",59,"2054","Fifteen_spined_stickleback","Spinachia spinachia",1,00:58:05,"Gasterosteoidei","Gasterosteidae","Spinachia","Small reef assoc. fish (<30 cm)","Reef associated fish","Other fishes & inverts",126508,"49.94972","-6.25833"
"361",59,"2054","Pollack","Pollachius pollachius",2,00:03:56,"Gadiformes","Gadidae","Pollachius","Large benthopelagics (>=90 cm)","Benthopelagic fish","Cod likes",126440,"49.94972","-6.25833"
"362",59,"2054","Small_spotted_catshark","Scyliorhinus canicula",1,00:11:43,"Carcharhiniformes","Scyliorhinidae","Scyliorhinus","Small to medium sharks (<90 cm)","Sharks and rays","Sharks & rays",105815,"49.94972","-6.25833"
"363",59,"2054","juvenile_spp","NA",40,00:13:32,"NA","Other","juvenile_spp","NA","NA","NA",5,"49.94972","-6.25833"
"364",60,"3110","Dog_whelk","Nucella lapillus",1,00:07:07,"Neogastropoda","Muricidae","Nucella","Other demersal invertebrates","Demersal invertebrates","Molluscs",140403,"49.96577","-6.32377"
"365",60,"3110","Shore_crab","Carcinus maenas",5,00:42:00,"Decapoda","Carcinidae","Carcinus","Lobsters, crabs","Crustaceans","Crustaceans",107381,"49.96577","-6.32377"
"366",60,"3110","Small_spotted_catshark","Scyliorhinus canicula",1,00:22:16,"Carcharhiniformes","Scyliorhinidae","Scyliorhinus","Small to medium sharks (<90 cm)","Sharks and rays","Sharks & rays",105815,"49.96577","-6.32377"
"367",61,"3198","Ballan_wrasse","Labrus bergylta",1,00:18:02,"Labriformes","Labridae","Labrus","Medium reef assoc. fish (30 - 89 cm)","Reef associated fish","Perch likes",126965,"49.94251","-6.31241"
"368",61,"3198","Lesser_sandeel","Ammodytes tobianus",22,00:57:17,"Trachiniformes","Ammodytidae","Ammodytes","Small demersals (<30 cm)","Demersal fish","Other fishes & inverts",126752,"49.94251","-6.31241"
"369",61,"3198","Nursehound","Scyliorhinus stellaris",1,00:08:08,"Carcharhiniformes","Scyliorhinidae","Scyliorhinus","Large sharks (>= 90 cm)","Sharks and rays","Sharks & rays",105814,"49.94251","-6.31241"
"370",61,"3198","Small_spotted_catshark","Scyliorhinus canicula",2,00:21:42,"Carcharhiniformes","Scyliorhinidae","Scyliorhinus","Small to medium sharks (<90 cm)","Sharks and rays","Sharks & rays",105815,"49.94251","-6.31241"
"371",61,"3198","juvenile_spp","NA",6,00:57:14,"NA","Other","juvenile_spp","NA","NA","NA",5,"49.94251","-6.31241"
"372",62,"2011","Ballan_wrasse","Labrus bergylta",1,00:21:41,"Labriformes","Labridae","Labrus","Medium reef assoc. fish (30 - 89 cm)","Reef associated fish","Perch likes",126965,"49.93858","-6.33704"
"373",62,"2011","Common_dragonet","Callionymus lyra",1,00:50:01,"Perciformes","Callionymidae","Callionymus","Small demersals (<30 cm)","Demersal fish","Perch likes",126792,"49.93858","-6.33704"
"374",62,"2011","Corkwing_wrasse","Symphodus melops",1,00:13:44,"Labriformes","Labridae","Symphodus","Small reef assoc. fish (<30 cm)","Reef associated fish","Perch likes",273571,"49.93858","-6.33704"
"375",62,"2011","Dog_whelk","Nucella lapillus",3,00:09:30,"Neogastropoda","Muricidae","Nucella","Other demersal invertebrates","Demersal invertebrates","Molluscs",140403,"49.93858","-6.33704"
"376",62,"2011","Pollack","Pollachius pollachius",1,00:09:48,"Gadiformes","Gadidae","Pollachius","Large benthopelagics (>=90 cm)","Benthopelagic fish","Cod likes",126440,"49.93858","-6.33704"
"377",62,"2011","Shore_crab","Carcinus maenas",2,00:14:33,"Decapoda","Carcinidae","Carcinus","Lobsters, crabs","Crustaceans","Crustaceans",107381,"49.93858","-6.33704"
"378",62,"2011","juvenile_spp","NA",11,00:15:09,"NA","Other","juvenile_spp","NA","NA","NA",5,"49.93858","-6.33704"
"379",63,"2067","Ballan_wrasse","Labrus bergylta",1,00:11:30,"Labriformes","Labridae","Labrus","Medium reef assoc. fish (30 - 89 cm)","Reef associated fish","Perch likes",126965,"49.94776","-6.27377"
"380",63,"2067","Corkwing_wrasse","Symphodus melops",2,00:33:54,"Labriformes","Labridae","Symphodus","Small reef assoc. fish (<30 cm)","Reef associated fish","Perch likes",273571,"49.94776","-6.27377"
"381",63,"2067","Pollack","Pollachius pollachius",2,00:21:35,"Gadiformes","Gadidae","Pollachius","Large benthopelagics (>=90 cm)","Benthopelagic fish","Cod likes",126440,"49.94776","-6.27377"
"382",63,"2067","Rock_cook","Centrolabrus exoletus",1,00:14:28,"Labriformes","Labridae","Centrolabrus","Small reef assoc. fish (<30 cm)","Reef associated fish","Perch likes",126961,"49.94776","-6.27377"
"383",63,"2067","Shore_crab","Carcinus maenas",2,00:40:49,"Decapoda","Carcinidae","Carcinus","Lobsters, crabs","Crustaceans","Crustaceans",107381,"49.94776","-6.27377"
"384",63,"2067","Small_spotted_catshark","Scyliorhinus canicula",1,00:19:07,"Carcharhiniformes","Scyliorhinidae","Scyliorhinus","Small to medium sharks (<90 cm)","Sharks and rays","Sharks & rays",105815,"49.94776","-6.27377"
"385",63,"2067","juvenile_spp","NA",20,01:05:32,"NA","Other","juvenile_spp","NA","NA","NA",5,"49.94776","-6.27377"
"386",64,"3108","Edible_crab","Cancer pagurus",1,00:02:49,"Decapoda","Cancridae","Cancer","Lobsters, crabs","Crustaceans","Crustaceans",107276,"49.96077","-6.3145"
"387",64,"3108","Nursehound","Scyliorhinus stellaris",1,00:56:24,"Carcharhiniformes","Scyliorhinidae","Scyliorhinus","Large sharks (>= 90 cm)","Sharks and rays","Sharks & rays",105814,"49.96077","-6.3145"
"388",64,"3108","Shore_crab","Carcinus maenas",6,00:19:07,"Decapoda","Carcinidae","Carcinus","Lobsters, crabs","Crustaceans","Crustaceans",107381,"49.96077","-6.3145"
"389",64,"3108","Small_spotted_catshark","Scyliorhinus canicula",1,00:47:08,"Carcharhiniformes","Scyliorhinidae","Scyliorhinus","Small to medium sharks (<90 cm)","Sharks and rays","Sharks & rays",105815,"49.96077","-6.3145"
"390",64,"3108","Velvet_swimming_crab","Necora puber",1,00:55:09,"Decapoda","Portunidae","Necora","Lobsters, crabs","Crustaceans","Crustaceans",107398,"49.96077","-6.3145"
"391",65,"3196","Butterfish","Pholis gunnellus",1,00:32:47,"Perciformes","Pholidae","Pholis","Small demersals (<30 cm)","Demersal fish","Perch likes",126996,"49.93447","-6.3181"
"392",65,"3196","Edible_crab","Cancer pagurus",1,00:24:03,"Decapoda","Cancridae","Cancer","Lobsters, crabs","Crustaceans","Crustaceans",107276,"49.93447","-6.3181"
"393",65,"3196","Shore_crab","Carcinus maenas",1,00:12:55,"Decapoda","Carcinidae","Carcinus","Lobsters, crabs","Crustaceans","Crustaceans",107381,"49.93447","-6.3181"
"394",65,"3196","Small_spotted_catshark","Scyliorhinus canicula",1,00:18:38,"Carcharhiniformes","Scyliorhinidae","Scyliorhinus","Small to medium sharks (<90 cm)","Sharks and rays","Sharks & rays",105815,"49.93447","-6.3181"
"395",65,"3196","Velvet_swimming_crab","Necora puber",1,00:54:29,"Decapoda","Portunidae","Necora","Lobsters, crabs","Crustaceans","Crustaceans",107398,"49.93447","-6.3181"
"396",66,"3090","Dog_whelk","Nucella lapillus",2,00:23:51,"Neogastropoda","Muricidae","Nucella","Other demersal invertebrates","Demersal invertebrates","Molluscs",140403,"49.93203","-6.33486"
"397",66,"3090","Lesser_sandeel","Ammodytes tobianus",150,00:07:25,"Trachiniformes","Ammodytidae","Ammodytes","Small demersals (<30 cm)","Demersal fish","Other fishes & inverts",126752,"49.93203","-6.33486"
"398",66,"3090","Shore_crab","Carcinus maenas",2,00:29:31,"Decapoda","Carcinidae","Carcinus","Lobsters, crabs","Crustaceans","Crustaceans",107381,"49.93203","-6.33486"
"399",66,"3090","Small_spotted_catshark","Scyliorhinus canicula",1,00:10:19,"Carcharhiniformes","Scyliorhinidae","Scyliorhinus","Small to medium sharks (<90 cm)","Sharks and rays","Sharks & rays",105815,"49.93203","-6.33486"
"400",67,"3106","Edible_crab","Cancer pagurus",1,00:02:39,"Decapoda","Cancridae","Cancer","Lobsters, crabs","Crustaceans","Crustaceans",107276,"49.95347","-6.30581"
"401",67,"3106","Shore_crab","Carcinus maenas",3,00:35:53,"Decapoda","Carcinidae","Carcinus","Lobsters, crabs","Crustaceans","Crustaceans",107381,"49.95347","-6.30581"
"402",67,"3106","juvenile_spp","NA",1,00:28:35,"NA","Other","juvenile_spp","NA","NA","NA",5,"49.95347","-6.30581"
"403",68,"3183","Atlantic_mackerel","Scomber scombrus",1,00:38:54,"Scombriformes","Scombridae","Scomber","Medium pelagics (30 - 89 cm)","Pelagic fish","Perch likes",127023,"49.92799","-6.3399"
"404",68,"3183","Dog_whelk","Nucella lapillus",3,00:04:00,"Neogastropoda","Muricidae","Nucella","Other demersal invertebrates","Demersal invertebrates","Molluscs",140403,"49.92799","-6.3399"
"405",68,"3183","Edible_crab","Cancer pagurus",2,00:56:42,"Decapoda","Cancridae","Cancer","Lobsters, crabs","Crustaceans","Crustaceans",107276,"49.92799","-6.3399"
"406",68,"3183","Fifteen_spined_stickleback","Spinachia spinachia",3,00:36:39,"Gasterosteoidei","Gasterosteidae","Spinachia","Small reef assoc. fish (<30 cm)","Reef associated fish","Other fishes & inverts",126508,"49.92799","-6.3399"
"407",68,"3183","Lesser_sandeel","Ammodytes tobianus",12,00:03:30,"Trachiniformes","Ammodytidae","Ammodytes","Small demersals (<30 cm)","Demersal fish","Other fishes & inverts",126752,"49.92799","-6.3399"
"408",68,"3183","Pollack","Pollachius pollachius",1,00:50:56,"Gadiformes","Gadidae","Pollachius","Large benthopelagics (>=90 cm)","Benthopelagic fish","Cod likes",126440,"49.92799","-6.3399"
"409",68,"3183","Small_spotted_catshark","Scyliorhinus canicula",1,00:30:04,"Carcharhiniformes","Scyliorhinidae","Scyliorhinus","Small to medium sharks (<90 cm)","Sharks and rays","Sharks & rays",105815,"49.92799","-6.3399"
"410",68,"3183","Spiny_spider_crab","Maja brachydactyla",1,00:29:13,"Decapoda","Majidae","Maja","Lobsters, crabs","Crustaceans","Crustaceans",107347,"49.92799","-6.3399"
"411",68,"3183","juvenile_spp","NA",12,00:59:16,"NA","Other","juvenile_spp","NA","NA","NA",5,"49.92799","-6.3399"
"412",69,"3211","Ballan_wrasse","Labrus bergylta",1,00:23:55,"Labriformes","Labridae","Labrus","Medium reef assoc. fish (30 - 89 cm)","Reef associated fish","Perch likes",126965,"49.97508","-6.31064"
"413",69,"3211","Common_urchin","Cyanea lamarckii",1,00:01:22,"Semaeostomeae","Echinidae","Echinus","Cnidaria","","",135302,"49.97508","-6.31064"
"414",69,"3211","Cuckoo_wrasse","Labrus mixtus",2,00:47:20,"Labriformes","Labridae","Labrus","Medium reef assoc. fish (30 - 89 cm)","Reef associated fish","Perch likes",151501,"49.97508","-6.31064"
"415",69,"3211","Goldsinny_wrasse","Ctenolabrus rupestris",2,00:02:28,"Labriformes","Labridae","Ctenolabrus","Small reef assoc. fish (<30 cm)","Reef associated fish","Perch likes",126964,"49.97508","-6.31064"
"416",69,"3211","Pollack","Pollachius pollachius",8,00:01:57,"Gadiformes","Gadidae","Pollachius","Large benthopelagics (>=90 cm)","Benthopelagic fish","Cod likes",126440,"49.97508","-6.31064"
"417",69,"3211","Small_spotted_catshark","Scyliorhinus canicula",3,00:37:37,"Carcharhiniformes","Scyliorhinidae","Scyliorhinus","Small to medium sharks (<90 cm)","Sharks and rays","Sharks & rays",105815,"49.97508","-6.31064"
"418",69,"3211","Spiny_starfish","Marthasterias glacialis",1,00:56:38,"Forcipulatida","Asteriidae","Marthasterias","Other demersal invertebrates","Demersal invertebrates","Other fishes & inverts",123803,"49.97508","-6.31064"
"419",70,"3099","Common_dragonet","Callionymus lyra",2,00:08:14,"Perciformes","Callionymidae","Callionymus","Small demersals (<30 cm)","Demersal fish","Perch likes",126792,"49.92695","-6.32924"
"420",70,"3099","Edible_crab","Cancer pagurus",1,00:25:58,"Decapoda","Cancridae","Cancer","Lobsters, crabs","Crustaceans","Crustaceans",107276,"49.92695","-6.32924"
"421",70,"3099","Harbour_crab","Liocarcinus depurator",1,00:14:46,"Decapoda","Polybiidae","Liocarcinus","Lobsters, crabs","Crustaceans","Crustaceans",107387,"49.92695","-6.32924"
"422",70,"3099","Shore_crab","Carcinus maenas",3,00:13:47,"Decapoda","Carcinidae","Carcinus","Lobsters, crabs","Crustaceans","Crustaceans",107381,"49.92695","-6.32924"
"423",71,"2040","Ballan_wrasse","Labrus bergylta",2,00:19:00,"Labriformes","Labridae","Labrus","Medium reef assoc. fish (30 - 89 cm)","Reef associated fish","Perch likes",126965,"49.95604","-6.27275"
"424",71,"2040","Corkwing_wrasse","Symphodus melops",2,00:18:35,"Labriformes","Labridae","Symphodus","Small reef assoc. fish (<30 cm)","Reef associated fish","Perch likes",273571,"49.95604","-6.27275"
"425",71,"2040","Lesser_sandeel","Ammodytes tobianus",50,00:42:32,"Trachiniformes","Ammodytidae","Ammodytes","Small demersals (<30 cm)","Demersal fish","Other fishes & inverts",126752,"49.95604","-6.27275"
"426",71,"2040","Pollack","Pollachius pollachius",3,00:47:41,"Gadiformes","Gadidae","Pollachius","Large benthopelagics (>=90 cm)","Benthopelagic fish","Cod likes",126440,"49.95604","-6.27275"
"427",71,"2040","juvenile_spp","NA",100,00:22:27,"NA","Other","juvenile_spp","NA","NA","NA",5,"49.95604","-6.27275"
"428",72,"3105","Shore_crab","Carcinus maenas",5,00:34:46,"Decapoda","Carcinidae","Carcinus","Lobsters, crabs","Crustaceans","Crustaceans",107381,"49.95063","-6.30656"
"429",73,"2072","Ballan_wrasse","Labrus bergylta",3,00:16:13,"Labriformes","Labridae","Labrus","Medium reef assoc. fish (30 - 89 cm)","Reef associated fish","Perch likes",126965,"49.94241","-6.31987"
"430",73,"2072","Corkwing_wrasse","Symphodus melops",2,00:13:09,"Labriformes","Labridae","Symphodus","Small reef assoc. fish (<30 cm)","Reef associated fish","Perch likes",273571,"49.94241","-6.31987"
"431",73,"2072","Cuckoo_wrasse","Labrus mixtus",1,00:10:57,"Labriformes","Labridae","Labrus","Medium reef assoc. fish (30 - 89 cm)","Reef associated fish","Perch likes",151501,"49.94241","-6.31987"
"432",73,"2072","Edible_crab","Cancer pagurus",1,00:46:55,"Decapoda","Cancridae","Cancer","Lobsters, crabs","Crustaceans","Crustaceans",107276,"49.94241","-6.31987"
"433",73,"2072","European_lobster","Homarus gammarus",2,00:10:53,"Decapoda","Nephropidae","Homarus","Lobsters, crabs","Crustaceans","Crustaceans",107253,"49.94241","-6.31987"
"434",73,"2072","European_pilchard","Sardina pilchardus",16,00:23:22,"Clupeiformes","Clupeidae","Sardina","Small pelagics (<30 cm)","Pelagic fish","Herring likes",126421,"49.94241","-6.31987"
"435",73,"2072","Gilthead_bream","Sparus aurata",9,00:09:03,"Perciformes","Sparidae","Sparus","Medium demersals (30 - 89 cm)","Demersal fish","Perch likes",151523,"49.94241","-6.31987"
"436",73,"2072","Lesser_sandeel","Ammodytes tobianus",50,00:30:53,"Trachiniformes","Ammodytidae","Ammodytes","Small demersals (<30 cm)","Demersal fish","Other fishes & inverts",126752,"49.94241","-6.31987"
"437",73,"2072","Pollack","Pollachius pollachius",2,00:11:00,"Gadiformes","Gadidae","Pollachius","Large benthopelagics (>=90 cm)","Benthopelagic fish","Cod likes",126440,"49.94241","-6.31987"
"438",73,"2072","Red_mullet","Mullus surmuletus",20,00:24:09,"Perciformes","Mullidae","Mullus","Medium demersals (30 - 89 cm)","Demersal fish","Perch likes",126986,"49.94241","-6.31987"
"439",73,"2072","juvenile_spp","NA",30,00:37:01,"NA","Other","juvenile_spp","NA","NA","NA",5,"49.94241","-6.31987"
"440",75,"3075","Corkwing_wrasse","Symphodus melops",1,00:27:44,"Labriformes","Labridae","Symphodus","Small reef assoc. fish (<30 cm)","Reef associated fish","Perch likes",273571,"49.95440707","-6.288832547"
"441",75,"3075","Edible_crab","Cancer pagurus",1,00:03:23,"Decapoda","Cancridae","Cancer","Lobsters, crabs","Crustaceans","Crustaceans",107276,"49.95440707","-6.288832547"
"442",75,"3075","Rock_cook","Centrolabrus exoletus",1,00:49:52,"Labriformes","Labridae","Centrolabrus","Small reef assoc. fish (<30 cm)","Reef associated fish","Perch likes",126961,"49.95440707","-6.288832547"
"443",75,"3075","Small_spotted_catshark","Scyliorhinus canicula",1,00:47:24,"Carcharhiniformes","Scyliorhinidae","Scyliorhinus","Small to medium sharks (<90 cm)","Sharks and rays","Sharks & rays",105815,"49.95440707","-6.288832547"
"444",75,"3075","Spiny_spider_crab","Maja brachydactyla",1,00:21:11,"Decapoda","Majidae","Maja","Lobsters, crabs","Crustaceans","Crustaceans",107347,"49.95440707","-6.288832547"
"445",75,"3075","Velvet_swimming_crab","Necora puber",1,00:06:11,"Decapoda","Portunidae","Necora","Lobsters, crabs","Crustaceans","Crustaceans",107398,"49.95440707","-6.288832547"
"446",75,"3075","juvenile_spp","NA",13,00:33:16,"NA","Other","juvenile_spp","NA","NA","NA",5,"49.95440707","-6.288832547"
"447",76,"3180","Pollack","Pollachius pollachius",1,00:04:55,"Gadiformes","Gadidae","Pollachius","Large benthopelagics (>=90 cm)","Benthopelagic fish","Cod likes",126440,"49.95782","-6.31064"
"448",76,"3180","Shore_crab","Carcinus maenas",7,00:50:10,"Decapoda","Carcinidae","Carcinus","Lobsters, crabs","Crustaceans","Crustaceans",107381,"49.95782","-6.31064"
"449",76,"3180","juvenile_spp","NA",5,00:59:39,"NA","Other","juvenile_spp","NA","NA","NA",5,"49.95782","-6.31064"
"450",77,"2007","Ballan_wrasse","Labrus bergylta",2,00:36:33,"Labriformes","Labridae","Labrus","Medium reef assoc. fish (30 - 89 cm)","Reef associated fish","Perch likes",126965,"49.91673","-6.31257"
"451",77,"2007","Conger_eel","Conger conger",1,01:01:56,"Anguilliformes","Congridae","Conger","Large demersals (>=90 cm)","Demersal fish","Other fishes & inverts",126285,"49.91673","-6.31257"
"452",77,"2007","Corkwing_wrasse","Symphodus melops",2,00:13:21,"Labriformes","Labridae","Symphodus","Small reef assoc. fish (<30 cm)","Reef associated fish","Perch likes",273571,"49.91673","-6.31257"
"453",77,"2007","Sand_smelt","Atherina presbyter",4,01:01:04,"Atheriniformes","Atherinidae","Atherina","Small pelagics (<30 cm)","Pelagic fish","Other fishes & inverts",127430,"49.91673","-6.31257"
"454",77,"2007","juvenile_spp","NA",18,00:05:58,"NA","Other","juvenile_spp","NA","NA","NA",5,"49.91673","-6.31257"
"455",78,"2015","Ballan_wrasse","Labrus bergylta",1,00:07:58,"Labriformes","Labridae","Labrus","Medium reef assoc. fish (30 - 89 cm)","Reef associated fish","Perch likes",126965,"49.9438","-6.35413"
"456",78,"2015","Corkwing_wrasse","Symphodus melops",2,00:30:08,"Labriformes","Labridae","Symphodus","Small reef assoc. fish (<30 cm)","Reef associated fish","Perch likes",273571,"49.9438","-6.35413"
"457",78,"2015","Pollack","Pollachius pollachius",3,00:01:48,"Gadiformes","Gadidae","Pollachius","Large benthopelagics (>=90 cm)","Benthopelagic fish","Cod likes",126440,"49.9438","-6.35413"
"458",78,"2015","juvenile_spp","NA",30,00:19:31,"NA","Other","juvenile_spp","NA","NA","NA",5,"49.9438","-6.35413"
"459",79,"2039","Ballan_wrasse","Labrus bergylta",1,00:12:31,"Labriformes","Labridae","Labrus","Medium reef assoc. fish (30 - 89 cm)","Reef associated fish","Perch likes",126965,"49.94939","-6.27196"
"460",79,"2039","Corkwing_wrasse","Symphodus melops",1,00:12:10,"Labriformes","Labridae","Symphodus","Small reef assoc. fish (<30 cm)","Reef associated fish","Perch likes",273571,"49.94939","-6.27196"
"461",79,"2039","Cuckoo_wrasse","Labrus mixtus",1,00:08:48,"Labriformes","Labridae","Labrus","Medium reef assoc. fish (30 - 89 cm)","Reef associated fish","Perch likes",151501,"49.94939","-6.27196"
"462",79,"2039","Lesser_sandeel","Ammodytes tobianus",100,00:57:14,"Trachiniformes","Ammodytidae","Ammodytes","Small demersals (<30 cm)","Demersal fish","Other fishes & inverts",126752,"49.94939","-6.27196"
"463",79,"2039","Pollack","Pollachius pollachius",3,00:04:15,"Gadiformes","Gadidae","Pollachius","Large benthopelagics (>=90 cm)","Benthopelagic fish","Cod likes",126440,"49.94939","-6.27196"
"464",79,"2039","Rock_cook","Centrolabrus exoletus",1,00:07:26,"Labriformes","Labridae","Centrolabrus","Small reef assoc. fish (<30 cm)","Reef associated fish","Perch likes",126961,"49.94939","-6.27196"
"465",79,"2039","juvenile_spp","NA",20,00:19:24,"NA","Other","juvenile_spp","NA","NA","NA",5,"49.94939","-6.27196"
"466",80,"2005","Ballan_wrasse","Labrus bergylta",1,00:06:19,"Labriformes","Labridae","Labrus","Medium reef assoc. fish (30 - 89 cm)","Reef associated fish","Perch likes",126965,"49.97258","-6.29052"
"467",80,"2005","Corkwing_wrasse","Symphodus melops",1,00:18:31,"Labriformes","Labridae","Symphodus","Small reef assoc. fish (<30 cm)","Reef associated fish","Perch likes",273571,"49.97258","-6.29052"
"468",80,"2005","Pollack","Pollachius pollachius",3,00:21:22,"Gadiformes","Gadidae","Pollachius","Large benthopelagics (>=90 cm)","Benthopelagic fish","Cod likes",126440,"49.97258","-6.29052"
"469",80,"2005","Red_mullet","Mullus surmuletus",1,00:19:34,"Perciformes","Mullidae","Mullus","Medium demersals (30 - 89 cm)","Demersal fish","Perch likes",126986,"49.97258","-6.29052"
"470",80,"2005","juvenile_spp","NA",37,00:16:38,"NA","Other","juvenile_spp","NA","NA","NA",5,"49.97258","-6.29052"
"471",81,"3199","Ballan_wrasse","Labrus bergylta",1,00:13:34,"Labriformes","Labridae","Labrus","Medium reef assoc. fish (30 - 89 cm)","Reef associated fish","Perch likes",126965,"49.9483","-6.31054"
"472",81,"3199","Common_dragonet","Callionymus lyra",4,00:30:49,"Perciformes","Callionymidae","Callionymus","Small demersals (<30 cm)","Demersal fish","Perch likes",126792,"49.9483","-6.31054"
"473",81,"3199","Dog_whelk","Nucella lapillus",25,00:43:58,"Neogastropoda","Muricidae","Nucella","Other demersal invertebrates","Demersal invertebrates","Molluscs",140403,"49.9483","-6.31054"
"474",81,"3199","Edible_crab","Cancer pagurus",1,00:26:15,"Decapoda","Cancridae","Cancer","Lobsters, crabs","Crustaceans","Crustaceans",107276,"49.9483","-6.31054"
"475",81,"3199","Small_spotted_catshark","Scyliorhinus canicula",1,00:09:22,"Carcharhiniformes","Scyliorhinidae","Scyliorhinus","Small to medium sharks (<90 cm)","Sharks and rays","Sharks & rays",105815,"49.9483","-6.31054"
"476",81,"3199","Spiny_spider_crab","Maja brachydactyla",1,00:17:33,"Decapoda","Majidae","Maja","Lobsters, crabs","Crustaceans","Crustaceans",107347,"49.9483","-6.31054"
"477",81,"3199","juvenile_spp","NA",30,00:04:37,"NA","Other","juvenile_spp","NA","NA","NA",5,"49.9483","-6.31054"
"478",82,"3087","Edible_crab","Cancer pagurus",1,00:15:59,"Decapoda","Cancridae","Cancer","Lobsters, crabs","Crustaceans","Crustaceans",107276,"49.92892","-6.34518"
"479",82,"3087","Grey_seal","Halichoerus grypus",1,00:18:09,"Phocidae","Phocidae","Halichoerus","Marine mammals","Marine mammals","NA",137130,"49.92892","-6.34518"
"480",82,"3087","Nursehound","Scyliorhinus stellaris",1,00:44:52,"Carcharhiniformes","Scyliorhinidae","Scyliorhinus","Large sharks (>= 90 cm)","Sharks and rays","Sharks & rays",105814,"49.92892","-6.34518"
